,Track Name,Artist,Artist Popularity,Artist Genres,Track Duration(ms),Release Date,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time_signature,Lyrics
285,Lovin On Me,Jack Harlow,83,"deep underground hip hop, kentucky hip hop, pop rap, rap",138411,2023-11-10,98,0.943,0.558,2,-4.911,1,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,4,"I don't like no whips and chains, and you can't tie me down
But you can whip your lovin' on me, baby
Whip your lovin' on me, baby

I'm vanilla, baby, I'll choke you, but I ain't no killer, baby (I don't like no whips and chains)
She 28, telling me I'm still a baby (and you can't tie me down)
I get love from Detroit like Skilla Baby (but you can whip your lovin' on me, baby)
And the thing about your boy is (whip your lovin' on me, baby)
I don't like no whips and chains, and you can't tie me down
But you can whip your lovin' on me, baby (that's right, that's right)
Whip your lovin' on me, baby

Young J-A-C-K, AKA Rico, like Suave, Young Enrique
Speaking of AKA, she's a alpha
But not around your boy, she get quiet 'round your boy, hold on (shh)
Don't know what you heard or what you thought about your boy
But they lied about your boy, goin' dumb, and it's some' idiotic about your boy
She wearing cheetah print
That's how bad she wanna be spotted around your boy

...
"
286,Last Night,Morgan Wallen,87,contemporary country,163854,2023-01-31,84,0.517,0.675,6,-5.382,1,0.0357,0.459,0.0,0.151,0.518,203.853,4,"Last night we let the liquor talk
I can't remember everything we said, but we said it all
You told me that you wish I was somebody you never met
But baby, baby, something's tellin' me this ain't over yet
No way it was our last night

I kiss your lips
Make you grip the sheets with your fingertips
Last bottle of Jack, we split a fifth
Just talk about life goin' sip for sip, yeah
You, you know you love to fight
And I say shit, I don't mean
But I'm still gon' wake up wantin' you and me

I know that last night we let the liquor talk
I can't remember everything we said, but we said it all
...
"
287,Water,Tyla,76,,200255,2023-07-28,94,0.673,0.722,3,-3.495,0,0.0755,0.0856,0.0,0.137,0.519,117.187,4,"Make me sweat, make me hotter
Make me lose my breath, make me water
Make me sweat, make me hotter
Make me lose my breath, make me water

Normally
I can keep my cool, but tonight I'm wildin'
I'ma be, yeah
In a dangerous mood, can you match my timing?
Mm-mm, telling me
That you really 'bout it, why try hide it? Oh
Talk is cheap, so show me
That you understand how I like it

Can you blow my mind?
Set off my whole body
If I give you my time
Can you snatch my soul from me?
I don't wanna wait, come take it
...
"
288,Snooze,SZA,90,"pop, r&b, rap",201800,2022-12-09,94,0.559,0.551,5,-7.231,1,0.132,0.141,0.0,0.11,0.392,143.008,4,"I'll touch that fire for you
I do that three-four times again, I testify for you
I told that lie, I'd kill that b-
I do what all of them around you scared to do, I'm not
Long as you juggin' out here for me, I got it
Mobbin', scheming, looting, hide your bodies
Long as you dreaming 'bout me, ain't no problem
I don't got nobody, just with you right now
Tell the truth, I look better under you

I can't lose when I'm with you
How can I snooze and miss the moment?
You just too important
Nobody do body like you do

I can't lose when I'm with you
I can't just snooze and miss the moment
You just too important
Nobody do body like you do, you do

In the droptop ride with you, I feel like Scarface (Scarface)
Like the white b- with the bob, I'll be your main one (main one)
...
"
289,Dance The Night - From Barbie The Album,Dua Lipa,88,"dance pop, pop, uk pop",176579,2023-05-25,92,0.671,0.845,11,-4.93,0,0.048,0.0207,0.0,0.329,0.775,110.056,4,"Baby, you can find me under the lights
Diamonds under my eyes
Turn the rhythm up, don't you wanna just
Come along for the ride?

Ooh, my outfit's so tight
You can see my heartbeat tonight
I can take the heat, baby, best believe
That's the moment I shine

'Cause every romance shakes and it bends
Don't give a damn
When the night's here, I don't do tears
Baby, no chance
I could dance, I could dance, I could dance

Watch me dance, dance the night away
My heart could be burnin', but you won't see it on my face
Watch me dance, dance the night away (uh-huh)
I'll still keep the party runnin', not one hair out of place
...
"
290,I'm Good (Blue),David Guetta,87,"big room, dance pop, edm, pop, pop dance",175238,2022-08-26,92,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4,"I'm good, yeah, I'm feelin' alright
Baby, I'ma have the best fuckin' night of my life
And wherever it takes me, I'm down for the ride
Baby, don't you know I'm good, yeah, I'm feelin' alright

'Cause I'm good, yeah, I'm feelin' alright
Baby, I'ma have the best fuckin' night of my life
And wherever it takes me, I'm down for the ride
...
"
291,Cupid - Twin Ver.,FIFTY FIFTY,68,k-pop girl group,174253,2023-02-24,83,0.783,0.592,11,-8.332,0,0.0331,0.435,4.15e-06,0.347,0.726,120.018,4,"La, la, la, la-la-la
La, la-la-la-la, la-la-la

A hopeless romantic all my life
Surrounded by couples all the time
I guess I should take it as a sign
(Oh, why? Oh, why? Oh, why? Oh, why?)

I'm feeling lonely (lonely)
Oh, I wish I'd find a lover that could hold me (hold me)
Now I'm crying in my room
So skeptical of love (say what you say, but I want it more)
But still I want it more, more, more

I gave a second chance to Cupid
But now I'm left here feeling stupid (oh, oh-oh, oh-oh-oh)
Oh, the way he makes me feel that love isn't real
Cupid is so dumb (oh, oh, oh)
...
"
292,bad idea right?,Olivia Rodrigo,88,pop,184783,2023-08-11,32,0.628,0.878,9,-3.468,1,0.0901,0.00196,1.23e-05,0.0649,0.796,129.976,4,"Hey

Haven't heard from you in a couple of months
But I'm out right now, and I'm all fucked up
And you're callin' my phone, you're all alone
And I'm sensin' some undertone

And I'm right here with all my friends
But you're sendin' me your new address
And I know we're done, I know we're through
But, God, when I look at you

My brain goes, ""Ah""
Can't hear my thoughts (I cannot hear my thoughts)
Like blah-blah-blah (blah, blah, blah, blah, blah, blah)
Should probably not
I should probably, probably not
I should probably, probably not

Seein' you tonight, it's a bad idea, right?
Seein' you tonight, it's a bad idea, right?
Seein' you tonight, it's a bad idea, right?
Seein' you tonight, fuck it, it's fine

Yes, I know that he's my ex, but can't two people reconnect?
...
"
293,Chemical,Post Malone,87,"dfw rap, melodic rap, pop, rap",184013,2023-04-14,86,0.498,0.897,2,-4.907,1,0.045,0.00136,0.0,0.118,0.373,169.902,4,"Oxytocin makin' it all okay
When I come back down, it doesn't feel the same
Now I'm sittin' 'round waitin' for the world to end all day
'Cause I couldn't leave you if I tried

You break me, then I break my rules
Last time was the last time too
It's fucked up, I know, but I'm still

Outside of the party, smokin' in the car with you
Seven Nation Army, fightin' at the bar with you
Tell you that I'm sorry, tell me what I gotta do
...
"
294,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,87,classic oklahoma country,227195,2023-08-25,94,0.429,0.453,0,-7.746,1,0.0459,0.554,2e-06,0.102,0.155,77.639,4,"Rotgut whiskey's gonna ease my mind
Beach towel rests on the dryin' line
Do I remind you of your daddy in his '88 Ford?
Labrador hangin' out the passenger door
The sand from your hair is blowin' in my eyes
Blame it on the beach, grown men don't cry
Do you remember that beat down basement couch?
I'd sing you my love songs and you'd tell me about
How your mama ran off and pawned her ring
I remember, I remember everything

A cold shoulder at closing time
You were begging me to stay 'til the sun rose
Strange words come on out
Of a grown man's mouth when his mind's broke
Pictures and passin' time
...
"
295,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,100,pop,229477,2023-10-26,91,0.596,0.658,0,-7.346,1,0.036,0.0504,0.0,0.127,0.176,100.012,4,"Once the flight had flown (ah-ha)
With the wilt of the rose (ah-ha)
I slept all alone (ah-ha)
You still wouldn't go

Let's fast forward to 300 takeout coffees later
I see your profile and your smile on unsuspecting waiters
You dream of my mouth before it called you a lying traitor
You search in every maiden's bed for something greater
Baby, was it over when she laid down on your couch?
Was it over when he unbuttoned my blouse?
""Come here,"" I whispered in your ear in your dream as you passed out
Baby, was it over then
And is it over now?

When you lost control (ah-ha)
Red blood, white snow (ah-ha)
Blue dress on a boat (ah-ha)
...
"
296,Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez,77,gen z singer-songwriter,176440,2022-04-22,90,0.551,0.55,10,-5.339,1,0.0286,0.777,0.0,0.202,0.342,101.19,3,"Georgia, wrap me up in all your-
I want you in my arms
Oh, let me hold you
I'll never let you go again like I did
Oh, I used to say

""I would never fall in love again until I found her""
I said, ""I would never fall unless it's you I fall into""
...
"
297,On My Mama,Victoria Monét,71,"alternative r&b, r&b",184258,2023-08-25,78,0.675,0.546,4,-7.716,0,0.0511,0.556,0.00441,0.167,0.607,77.415,4,"When they say, ""She get it from her mama""
I'ma say, ""You got it right""
Body rude, it's unpolite
Done bein' the humble type
Tell me, is you down?
'Cause I'm tryna go up tonight
Hoes and hoochies left and right

I just wanna live in a fantasy
I think we deserve it, right?
Top all the memories
I've ever made in my life

Permanent ecstasy
Ladies is pimps tonight
Livin' inside a dream
Let's lay where the lover's lie

I put that on my own mama, on my hood
I look fly, I look good
You can't touch my bag, wish you could
I look fly, I look too good
...
"
298,See You Again (feat. Kali Uchis),"Tyler, The Creator",84,"hip hop, rap",180386,2017-07-21,92,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,4,"Okay, okay, okay, okay
Okay, okay, oh

You live in my dream state
Relocate my fantasy
I stay in reality
You live in my dream state
Any time I count sheep
That's the only time we make up, make up
You exist behind my eyelids, my eyelids
Now I don't wanna wake up

20-20, 20-20 vision
Cupid hit me, cupid hit me with precision
I wonder if you look both ways
When you cross my mind (Yeah), I said, I said
I'm sick of, sick of, sick of, sick of chasing
You're the one that's always running through my daydream, I
I can only see your face when I close my eyes

Can I get a kiss?
And can you make it last forever?
...
"
299,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj,87,"hip pop, pop, queens hip hop, rap",109750,2023-06-23,84,0.77,0.58,0,-8.393,1,0.247,0.519,0.000127,0.233,0.753,144.072,4,"I'm always yours, ooh-oh (stop playin' with 'em, RIOT)

And I'm bad like the Barbie (Barbie)
I'm a doll but I still wanna party (party)
Pink 'Vette like I'm ready to bend (bend)
I'm a ten, so I pull in a Ken
Like Jazzie, Stacie, Nicki (grrah)
All of the Barbies is pretty (damn)
All of the Barbies is bad
It girls, and we ain't playin' tag (grrah)

Rad, but he spank me when I get bad
I'm in LA, Rodeo Drive
I'm in New York, Madison Ave
I'm a Barbie girl (girl), pink Barbie Dreamhouse
The way Ken be killin' shit
Got me yellin' out like the scream house (woo)

Yellin' out, we ain't sellin' out
We got money but we ain't lendin' out
We got bars but we ain't bailin' out
In that pink Ferrari, we peelin' out
...
"
300,La Bebe - Remix,Yng Lvcas,69,"reggaeton, urbano mexicano",234352,2023-03-17,88,0.812,0.479,2,-5.678,0,0.333,0.213,1.21e-06,0.0756,0.559,169.922,4,"Desafánate, loca, luego empápate
De mi cuerpo mójate, usted sabe, en el Benz móntate
¿Qué lo qué?, mi bebé en el Mercedes Benz
Las estrellas en el techo, ya estelar se fue
Pero sabes tú que esta noche estás pa mí
Ven, trépate encima 'e mí, manda la ubi, paso por ti

Quiere que le ponga música
Pa que baile hasta abajo la bebé
Bebimos par de botellas
Y, aun así, recuerda que lo hicimo' ayer
Quiere que le ponga música
Pa que baile hasta abajo la bebé
Bebimos par de botellas
Y, aun así, recuerda que lo hicimo' ayer

No se le ha olvidao cómo la pasamos
Fuimos a la disco y los dos bailamos pegados
Como perros pegados, besos y un par de tragos
Se quedó a mi lado y dijo: ""creo me he enamorado""
Ella fuma, ella toma
Es diablita, es chiquita pero picosa
Me encanta cuando el pantalón me lo roza
A ella le encanta, se ve en su cara, lo goza

Tiene novio y no se comporta
Me dice: ""tranqui, que la relación ta rota""
...
"
301,K-POP,Travis Scott,93,"hip hop, rap, slap house",185220,2023-07-21,80,0.814,0.618,5,-5.614,0,0.0619,0.0386,3.34e-06,0.671,0.535,121.075,4,"Gonna pop, baby (vemo')

Swish, mmh, move that shit out here (here)
You full off one sip (sip), fallin' off, but I got grip (grip)
All around the trap, it hit (hit, hit, ayy)
All around the map, you trip (skrrt)

Take it like nine out of ten (yeah)
Think they gon' find that again
Think I gotta bond out again
Behind the tint, I sin, I vent
Can't forget about that place we went
Right after you put that in my head
Do you still pop 'em? Do you dance?
Do you still drop some? Know you can
I got a lot, but I'm still chancin' (yah-yah, yah, yah)

Hace tiempo no te veo, eh
Es que ahora en Miami jangueo, eh-eh
Ya no tengo la Rodeo
Ahora en la G-Wagon espoteo, ey

...
"
302,Houdini,Dua Lipa,88,"dance pop, pop, uk pop",185917,2023-11-09,95,0.744,0.789,9,-4.876,0,0.059,0.0036,0.00144,0.0947,0.866,116.985,4,"Okay, huh, mm, ah

I come and I go
Tell me all the ways you need me
I'm not here for long
Catch me or I go Houdini
I come and I go
Prove you got the right to please me
Everybody knows
Catch me or I go Houdini

Time is passin' like a solar eclipse
See you watchin' and you blow me a kiss
It's your moment, baby, don't let it slip
Come in closer, are you readin' my lips?

They say I come and I go
Tell me all the ways you need me
I'm not here for long
Catch me or I go Houdini
I come and I go
...
"
303,Moonlight,Kali Uchis,86,colombian pop,187557,2023-02-24,84,0.639,0.723,7,-6.462,0,0.0532,0.511,0.0,0.167,0.878,136.872,4,"I just wanna get high with my lover
Veo una muñeca cuando miro en el espejo
Kiss, kiss, looking dolly, I think I may go out tonight
I just wanna ride, get high in the moonlight
I just wanna get high with my lover
Veo una muñeca cuando miro en el espejo
Kiss, kiss, looking dolly, I think I may go out tonight
I just wanna ride, get high in the moonlight

Forget the small talk
The surface level ain't much that I care for
Putting on my lip gloss
I saw you stare from my peripheral, yeah

Baby, it's been a hell of a day
But I know a place we can escape
Find out how it feels to let go of everything, be free
When you're here with me
...
"
304,get him back!,Olivia Rodrigo,88,pop,211141,2023-09-08,86,0.546,0.846,5,-5.719,1,0.181,0.0135,0.0,0.607,0.74,162.043,4,"One, two, three
Wait, is this the song with the drums?

I met a guy in the summer and I left him in the spring
He argued with me about everything
He had an ego and a temper and a wandering eye
He said he's six-foot-two and I'm like, ""Dude, nice try""
But he was so much fun and he had such weird friends
And he would take us out to parties and the night would never end
Another song, another club, another bar, another dance
And when he said something wrong, he'd just fly me to France
So I miss him some nights when I'm feeling depressed
'Til I remember every time he made a pass on my friend
Do I love him? Do I hate him? I guess it's up and down
If I had to choose, I would say right now

I wanna get him back
I wanna make him really jealous, wanna make him feel bad
Oh, I wanna get him back
'Cause then again, I really miss him and it makes me real sad
Oh, I want sweet revenge
And I want him again
I want to get him back, back, back

...
"
